LearDia;LearHou;SharHou;CollMem;CollExp;CourCom
0;0;0;0;0;0
0;17.51;0;0;5;0
3;65.69;0;0;171;0
316;129.52;0;0;637;110
0;0;0;0;0;0
0;0;0;0;0;0
0;5.88;0;0;3;0
0;3.27;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
65;74.7;41.75;167;153;47
0;0;0;0;0;0
636;270.17;143;408;670;1176
0;8.05;0;0;8;0
0;22.88;0;1;216;0
0;0;0;0;0;0
0;0.75;0;0;1;2
68;29.83;47.38;112;255;84
0;0;0;0;0;0
0;0;0;0;0;0
0;210.76;15;8;944;5
0;0;0;0;0;0
0;14.83;0;0;27;1
0;0;0;0;0;0
0;0;0;0;0;0
10;23.99;1;4;190;62
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
196;82.29;249.25;1051;1109;53
0;0;0;0;0;0
0;66.58;0;0;2;6
0;0;0;0;0;0
35;14.94;331.87;364;425;40
0;0.27;0;0;5;0
39;0.49;0.33;5;29;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.43;0;0;3;0
0;52.59;0;0;9;2
2;136.99;58.58;55;349;82
0;37.74;0;0;1;0
22;57.92;5.5;22;36;346
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;1;0;0
0;1.77;0;0;0;0
29;140.03;37.75;74;450;779
0;1.26;0.52;3;9;1
0;23.42;3.45;4;236;1
0;0;0;0;0;0
0;0;0;0;0;0
0;105.1;3;4;276;3
0;0.05;0;0;0;8
8;260.23;12.08;144;1596;48
0;0;0;0;0;0
0;0;0;0;0;0
0;2.5;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;115.01;0;14;376;4
0;0;0;0;0;0
0;0;0;0;0;0
430;116.67;120.82;393;527;811
0;9.86;0;1;7;0
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;57.03;0;0;308;1
0;55.07;0;0;0;0
0;4.54;0;0;1;0
0;0;0;0;0;0
0;3.57;0;1;13;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;17.54;0;0;58;14
0;14.83;0;0;27;1
0;8.5;0;7;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;8.97;0;1;10;0
0;2.65;0;0;1;0
0;0;0;0;0;0
1245;265.44;520.47;1351;1664;264
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;62.08;1.25;36;220;41
0;45.63;0;0;136;12
10;18.91;0.6;9;19;20
0;97.41;24.67;26;246;11
0;15.8;0;0;18;22
43;9.89;1.42;30;111;35
0;0;0;0;0;0
0;0.03;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4.94;0;0;0;0
0;0;0;0;0;0
0;91.42;0;0;2;0
299;187.51;0;0;646;151
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;40.76;0;0;12;0
0;106.71;0;0;461;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.07;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;6.11;0;0;0;0
0;0.01;0;0;5;0
0;0;0;0;0;0
0;4.9;0;8;61;23
0;0;0;0;0;0
1;37.28;1.33;5;63;142
0;1.36;0;0;0;0
0;0.94;0;0;0;1
5;0.68;0;0;3;10
0;20.18;2.72;35;77;204
0;0;0;0;0;0
0;7.36;0;0;0;0
0;8.7;0;5;55;0
131;151.95;91.83;115;379;435
19;110.66;6.58;34;874;61
0;0;0;0;0;0
0;0;0;0;0;0
0;58.48;0.5;20;340;40
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;74.07;0;0;227;1
0;0;0;0;0;0
0;14.83;0;0;27;1
0;0;0;0;0;0
0;1.5;0;0;1;0
0;45.27;0;0;15;4
0;0;0;0;0;0
0;0;0;2;0;0
0;14.83;0;0;27;1
0;2.55;0;0;12;0
0;0.34;0.5;2;5;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;4;0;0
0;0;0;0;0;0
0;0.03;0;0;2;0
0;1.94;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;12.59;0;1;10;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
11;117.35;0.08;4;17;8
0;6.57;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.14;0;0;5;0
0;21.46;0;0;19;0
0;0;0;0;0;0
0;8.86;0;0;29;0
0;92.18;13.15;59;159;148
0;82.47;0;1;191;0
0;0;0;0;0;0
0;0;0;0;0;0
0;45.63;0;0;136;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0.03;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;12.46;0;1;0;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.01;0;0;0;0
0;3.39;0;0;10;41
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
143;0.32;0;0;0;16
0;0;0;0;0;0
0;0;0;0;0;0
0;58.48;0.5;20;340;40
0;107.7;10.43;35;59;207
0;0;0;0;0;0
0;61.16;7.67;26;81;118
0;1.35;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.89;0;0;0;0
0;0.56;0;0;18;0
0;0;0;0;0;0
0;0;0;0;0;0
0;35.59;6.25;10;93;0
0;8.02;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;8.05;0;0;3;1
0;0;0;0;0;0
8;23.22;0;0;16;1
0;0;0;0;0;0
0;0;0;0;0;0
321;167.01;2740.58;309;507;743
0;0.42;0;0;0;1
0;11.41;0;0;2;0
0;28.83;0;16;162;29
0;0.38;0;0;0;5
0;0;0;0;0;0
0;18.18;0;0;0;0
461;43.14;74.7;308;422;442
0;45.38;0;0;6;1
0;0;0;0;0;0
0;71.25;0;0;42;0
3;130.45;0;8;694;19
0;0;0;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;71.83;0;0;39;0
0;0.03;0;0;5;0
0;7.11;0;0;14;0
0;0;0;0;0;0
0;0.26;0;0;6;0
0;0;0;0;0;0
0;122.14;0;0;554;1
0;0;0;0;0;0
0;1.65;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.24;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;43.86;0;6;23;2
0;18.34;0;2;0;18
0;0;0;0;0;0
0;0;0;0;0;0
0;0.54;0;0;14;0
0;0;0;0;0;0
0;0;0;0;0;0
1497;853.84;372.03;1363;3764;2197
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.77;0;5;5;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.17;0.25;6;10;0
0;2.61;0;0;0;0
0;0;0;0;0;0
0;3.25;0;0;9;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;23.52;0;0;56;71
0;5.01;0;0;15;0
0;0;0;0;0;0
0;72.5;0;1;130;136
0;1.5;0;0;1;0
0;0;0;0;0;0
0;2.43;0;0;0;0
0;14.33;0.48;6;108;24
11;3.81;3.5;14;66;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.18;0;0;0;0
0;0;0;0;0;0
403;98.71;56.5;301;742;429
0;0;0;0;0;0
0;0;0;0;0;0
0;42.54;0;6;70;0
0;0;0;0;0;0
1195;395.93;344.91;1389;1935;2049
0;2.46;0;0;1;0
0;207.41;0;0;687;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1604;222.71;302.71;1386;1533;1137
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
14;161.03;12.5;8;35;5
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;24.59;0;0;80;0
0;0;0;0;0;0
0;13.49;0;0;30;0
0;0;0;0;0;0
9;121.83;7.9;10;372;110
0;0.1;0.08;3;7;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;30.5;2;2;101;200
0;1.85;0;0;0;0
94;47.06;9.95;77;401;124
0;0;0;0;0;0
0;0;0;0;0;0
0;0.26;0.25;0;4;0
0;35.95;0;0;67;1
0;3.86;0;0;0;0
0;11.86;0;0;4;7
733;181.66;110.5;533;887;1037
0;0;0;0;0;0
0;7.98;0;0;0;14
0;0;0;0;0;0
0;11.06;0.25;5;24;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.95;0;0;0;0
6;0;0;0;0;0
0;0.26;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;18.29;0;0;7;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;15.51;0;1;47;59
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;36.5;0;0;207;0
0;2.02;0;0;0;0
7;1.17;0;2;5;0
0;0;0;0;0;0
0;177.52;0;0;324;0
0;15.53;0;1;43;0
0;34.47;0;0;2;1
0;0;0;0;0;1
0;140.92;0.08;1;1087;0
0;0;0;0;0;0
4;33.11;2;3;9;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0.55;0;0;15;0
0;0;0;0;0;0
0;13.36;1;1;8;25
1;37.93;0;1;5;1
0;0;0;0;0;0
174;177.21;24.47;218;1494;373
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;37.06;0;0;28;0
7;10.07;3.75;17;42;41
0;0.46;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;105.54;0;1;1;17
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
5;0.04;0.42;3;5;0
0;5.2;0;0;11;0
0;0;0;0;0;0
0;5.2;0;0;5;21
0;0;0;0;0;0
0;135.67;0;0;691;0
0;0;0;0;0;0
0;0;0;0;0;0
0;30.64;0;0;35;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;155.67;0;0;5;1
0;0;0;0;0;0
323;412.15;39.79;309;2381;683
0;15.98;0;2;46;2
0;0;0;0;0;0
0;0;0;0;0;0
0;37.25;2.33;9;63;4
0;0;0;0;0;0
0;0;0;0;0;0
38;31.52;14.58;62;171;165
0;3.68;0;0;0;0
30;1.59;0.22;20;36;18
0;3.37;0;0;21;0
1216;142.24;162.39;765;1229;856
0;4.36;0;0;8;0
0;2.46;0;0;1;0
0;61.52;0;0;28;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1;0;0;1;0
0;0;0;0;0;0
68;11.09;0;0;0;0
66;13.61;0;1;4;8
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;174.41;0.25;2;604;21
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;6.48;0;0;0;0
0;0;0;0;0;0
0;84.8;0;0;559;4
0;0.03;0;0;0;1
0;3.38;1.42;11;48;14
0;15.93;0;0;261;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0.27;0;0;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;285.73;1.5;2;353;41
0;34.42;0;0;322;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.65;0;0;0;0
0;0;0;0;0;0
35;125.22;0.8;21;592;15
0;0;0.08;6;0;0
0;265.06;0;0;279;509
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;26.7;0;0;139;0
0;6.45;0;0;72;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.21;2.5;10;14;1
0;0;0;0;0;0
0;45.69;4.08;4;444;43
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
451;123.99;46.25;133;282;684
0;58.48;0.5;20;340;40
0;0;0;0;0;0
0;0;0;0;0;0
0;5.03;0;0;0;0
0;1.77;0;0;19;2
0;52.89;0;0;2;0
0;7.18;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;3;0;0;2;0
0;2.7;0;0;8;0
0;0.21;10.5;22;21;0
0;0.32;0;0;5;0
469;74.84;102.92;425;798;395
0;0;0;0;0;0
0;0.25;0;0;1;0
0;0;0.25;1;0;0
0;0;0;0;0;0
0;2.55;0;0;12;0
0;0;0;0;0;0
0;0;0;0;0;0
0;12.83;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;16.65;0;0;5;0
0;0;0;0;0;0
0;57.07;0;0;13;0
0;0;0;0;0;0
0;22.32;0;0;93;122
0;2.37;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;13.52;0;1;41;28
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;120.5;29.25;30;729;15
6;116.11;77.75;245;221;419
0;0;0;0;0;0
0;7.95;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;26.5;0.5;2;67;0
0;78.81;32.5;11;33;7
0;12.39;0;0;22;6
0;0;0;0;0;0
0;0;0;0;0;0
13;39.01;4.5;12;35;2
0;0;0;0;0;0
0;2.58;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.35;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.69;0;0;0;1
0;0;0;0;0;0
0;16.8;0;0;380;0
0;0;0;0;0;0
0;1.17;0;0;5;0
0;1.79;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;104.13;0;0;5;0
0;11.79;0;0;3;0
0;0;0;0;0;0
0;14;0;2;107;3
0;27.83;2.6;6;166;0
0;74.03;0;0;497;0
0;0.75;0;0;1;0
0;27.92;1;1;15;34
0;0;0;0;0;0
26;5.22;4.67;34;59;40
0;6.25;0;0;31;7
0;0;0;0;0;0
0;9.13;0;0;32;18
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;77.75;0;1;135;97
3;0.05;1.5;9;10;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.07;0;0;4;0
0;0;0;0;0;0
0;34.96;0;1;18;0
0;102.75;0;0;3;0
0;0;0;0;0;0
0;0.19;0;0;5;0
0;4.66;0;0;11;0
27;0;0;0;0;0
0;14.83;0;0;27;1
0;0;0;0;0;0
0;1.09;0;0;4;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.58;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.72;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;12.37;0;0;0;0
0;117.74;0;0;316;10
0;0;0;0;0;0
0;0;0;0;0;0
0;6.68;0;0;38;0
0;0;0;0;0;0
0;0;0;0;0;0
0;19.43;0;0;138;0
0;0;0;0;0;0
0;0;0;0;0;0
2;30.16;0;0;620;21
0;63.02;0;0;0;0
0;0;0;0;0;0
0;2.67;0;0;0;1
0;0;0;0;0;0
0;10.94;0;3;88;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.02;0;0;0;0
0;22.03;0;0;9;15
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;3.43;0;0;15;0
0;0;0;0;0;0
0;2.09;0;0;0;12
0;0;0;0;0;0
0;93.13;0;0;204;1
0;331.43;10.33;11;104;5
0;0;0;0;0;0
0;5.61;0;0;13;0
0;23.85;0;0;1;0
11;59.15;5.67;46;243;40
0;0;0;0;0;0
0;1.21;0;1;7;0
305;351.11;73.5;281;1292;979
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
20;0.63;0;0;0;2
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
2;74.15;12.91;52;113;300
0;0;0;0;0;0
0;0;0;0;0;0
0;8.45;0;0;18;0
0;0;0;0;0;0
0;0;0;0;0;0
0;5.07;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;124.21;0;0;92;0
0;0;0;0;0;0
0;2;0;0;26;12
0;0;0;0;0;0
0;8.83;0;0;51;0
0;7.6;0;0;0;0
0;7.95;0;0;0;0
0;5.91;0.25;1;38;0
0;0;0;0;0;0
0;0;0;0;0;0
68;14.17;0;0;1;27
1434;748.23;424.84;1243;3836;2218
9;28.9;0;5;90;40
0;58.48;0.5;20;340;40
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;15.93;0;0;15;23
0;0;0;0;0;0
0;10.41;0;0;3;0
0;3.4;0;0;2;0
0;0;0;0;0;0
1;17.03;0;0;19;1
94;20.69;17.75;77;215;219
0;8.04;0;0;0;0
0;0;0;0;0;0
3;98.73;68.75;77;82;55
0;0;0;0;1;0
0;16.07;0;0;11;0
0;47.91;0;1;172;31
0;0;0;0;0;0
0;0.3;0;0;5;0
0;0;0;0;0;0
0;49.07;0;0;2;2
443;308.38;0;0;1525;115
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;14.39;0;0;2;0
0;2.56;0;0;0;0
0;0.19;0.25;2;5;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.17;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;8.44;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;28.83;0;16;162;29
1072;145;5;19;69;1331
0;25.58;0;9;41;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.03;0;0;2;0
0;28.03;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.62;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.28;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1549;608.01;762.76;1408;2329;2196
103;6.36;11.33;39;65;60
0;0;0;0;0;0
0;36.41;0;0;10;0
0;38.48;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.19;2.75;11;20;0
0;0;0;0;0;0
0;1.78;0;0;11;2
0;2.2;0;0;48;0
0;0;0;0;0;0
0;12.99;0;0;2;0
0;2.46;0;0;1;0
6;56.52;0;0;4;209
0;0;0;0;0;0
0;19.35;0;0;25;2
0;0.48;0;0;0;2
0;19.69;0;0;0;0
0;2.03;0;0;0;0
0;0;0;0;0;0
0;52.45;0;0;75;12
0;7.75;0;0;4;0
0;0;0;0;0;0
0;0;0;0;0;0
1457;510.04;1259.86;1363;1721;2325
0;0;0;0;0;0
0;0;0;0;0;0
0;64.52;0;0;40;0
0;13.61;0;0;57;0
0;28.6;1.5;3;91;0
0;36.25;0;3;165;35
0;0.44;0;0;0;5
0;0;0;0;0;0
1;77.56;19.25;78;438;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
643;86.57;503.57;654;702;73
0;23.52;0;0;102;3
0;355.04;7;10;1283;1762
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;45.63;0;0;136;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.91;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.23;3.83;17;38;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0.02;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;9.64;0;0;1;0
0;0;0;0;0;0
0;0.51;1.25;5;5;0
0;43.35;0;0;7;0
0;0;0;0;0;0
5;62.1;13.66;17;22;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;5.17;0;0;3;0
0;0;0;0;0;0
0;6.69;0;0;15;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.18;0;0;9;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;83.25;30.05;113;560;610
0;0;0;0;0;0
0;7.72;1.5;8;17;0
1;13.2;0;0;60;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.23;0;0;0;0
67;149.82;0;13;483;4
0;0;0;0;0;0
25;234.17;5.25;70;561;742
0;1.5;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4.06;0;0;2;0
0;0;0;0;0;0
0;15.75;0;0;11;0
0;0;0;0;0;0
0;10.64;0;0;47;0
0;60.22;0;0;12;0
0;157.87;0;0;630;0
0;0;0;0;0;0
0;0;0;0;0;0
94;72.79;2.5;10;236;64
0;0;0.08;1;0;0
0;41.36;0.25;2;69;1
0;0;0;0;0;0
0;38.96;0;0;2;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;10.5;0;0;5;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.28;0;7;6;0
0;0.17;0;0;6;0
0;0;0;0;0;0
15;32.15;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.27;0;0;6;0
1534;366.69;298.55;1399;2848;582
0;42.61;0;0;0;0
0;0;0;0;0;0
0;2.46;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
26;2.82;0.32;18;28;16
34;206.04;7.75;8;38;8
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1365;607.27;3182.77;1596;2492;1697
949;262.56;181.9;939;2107;1741
451;123.99;46.25;133;282;684
0;0;0;0;0;0
0;0.46;0.17;2;3;14
0;0;0;0;0;0
0;0;0;0;0;0
2;9.5;0;1;9;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;46.6;1.75;4;238;8
122;27.53;18.58;134;289;164
0;0;0;0;0;0
0;0.13;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;14.93;0;0;46;156
0;0;0;0;0;0
0;14.59;0;0;1;0
0;0;0;0;0;0
0;4.78;0;0;5;25
0;0;0;0;0;0
0;0.27;0;5;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.05;0;0;4;0
150;198.7;1;2;519;7
0;285.73;1.5;2;353;41
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;15.76;0;0;6;3
7;0.01;0;2;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
30;74.36;19.75;163;392;892
0;0;0;0;0;0
223;90.81;12.75;51;441;169
334;264.7;206.06;324;766;660
0;0;0;0;0;0
0;6.2;0;0;2;0
0;83.91;0;1;282;3
0;0;0;0;0;0
0;0;0;0;0;0
0;7.06;0;0;0;25
0;0;0;0;0;0
0;0.09;0;0;9;0
0;0;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
104;146.24;16.27;122;819;159
399;203.23;3.75;15;858;152
0;0;0;0;0;0
0;45.63;0;0;136;12
0;13.66;0;0;13;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4.11;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;103.6;0;0;487;0
0;0.02;0;0;0;5
0;0;0;0;0;0
43;9.89;1.42;30;111;35
0;6.15;0;0;3;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;1;5;1;0
0;0.06;0;0;2;0
1654;237.54;311.05;1446;1590;1620
0;0;0;0;0;0
0;0;0;0;0;0
0;1.99;0;0;5;0
14;110.38;8.5;7;22;122
0;3.43;0;0;5;0
0;0;0;0;0;0
0;4.7;0;0;0;0
171;68.08;34.67;149;474;113
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.64;0;0;4;0
0;0;0;0;0;0
0;17.37;0;0;5;157
0;0;0;0;0;0
0;72.54;0;0;0;0
0;0.54;0;0;5;0
0;0;0;0;0;0
0;1.02;0;0;0;5
0;0.59;0;2;5;0
0;0.02;0;0;5;0
0;58.79;0;0;87;137
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.5;0;0;1;0
0;0;0;0;0;0
0;13.87;0;0;45;158
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.72;0;0;1;0
0;0.25;0;0;3;0
0;209.18;0;0;372;76
0;0;0;0;0;0
1;0;0;4;0;0
0;0;0;0;0;0
0;1.15;0;0;1;3
0;5.79;0;0;18;24
0;14.83;0;0;27;1
0;0;0;0;0;0
0;6.22;0;0;32;35
0;0;0;0;0;0
0;52.46;0;0;3;0
0;14.83;0;0;27;1
0;0;0;0;0;0
0;67.03;0;0;128;81
0;28.83;0;16;162;29
0;15.71;0;0;5;9
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;8.99;9.75;16;7;34
0;46.41;0;0;28;0
0;0;0;0;0;0
0;1.55;0;0;7;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;152.96;37.5;40;291;0
0;56.17;0;1;5;0
0;0;0;0;0;0
0;1.5;0;0;1;0
6;9.16;8.5;21;16;17
0;0;0;0;0;0
0;3.3;0;0;1;17
