LearDia;LearHou;SharHou;CollMem;CollExp;CourCom
0;0;0;0;0;0
0;0;0;0;0;0
0;1.93;0.5;7;31;1
0;0;0;0;0;0
0;21.09;3;1;2;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.94;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
137;93.06;37.85;77;620;689
0;0;0;0;0;0
0;2.91;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;80.19;3.42;4;108;1
0;0;0;0;0;0
4;77.77;5.5;20;118;957
0;0;0;0;0;0
0;105.09;0.05;1;552;519
0;0;0;0;0;0
0;4.69;0;0;0;15
0;27.8;0;0;187;53
0;0.54;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;167.28;0;0;387;1
0;0;0;0;0;0
0;0;0;0;0;0
0;1.49;0;0;3;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;22.11;0;0;2;33
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.72;1.5;8;17;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4.55;0;6;10;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.03;0;0;13;1
68;3.89;0;0;1;9
0;0;0;0;0;0
0;19.49;0;0;69;0
0;1.78;0;0;0;0
0;0;0;0;0;0
6;151.96;4.75;5;33;11
0;0;0;0;0;0
0;10.08;0;0;3;0
0;0;0;0;0;0
0;0;0;0;0;0
307;295.08;392.39;1229;1246;73
0;0;0;0;0;0
0;2.78;0;0;67;7
300;249.45;3677.54;821;1138;608
0;0;0;0;0;0
0;0;0;0;0;0
0;0.03;0;0;5;0
27;116.25;31.05;93;455;243
0;0;0;0;0;0
0;1.83;0;0;0;0
0;0;0;0;0;0
0;5.02;0;0;14;23
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;9.99;0;0;2;1
0;0.07;0;0;5;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;81.99;6;3;52;2
1;0.59;0.03;1;1;1
0;0.15;0;0;5;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
338;206.38;18.58;69;657;211
0;0;0;0;0;0
0;114.12;0;5;35;367
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.5;0;0;1;0
0;0;0;0;0;0
0;0.31;0;0;17;0
0;0;0;0;0;0
0;0;0;0;0;0
0;3.3;0;0;1;17
0;0;0;0;0;0
1;44.6;0;3;65;6
0;0;0;0;0;0
0;0;0;0;0;0
0;18.09;0;0;7;1
0;29.48;0;0;4;0
0;0;0;0;0;0
0;0.21;1.98;13;13;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;28.83;0;16;162;29
0;1.43;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;9.56;0;0;7;56
18;43.02;3.08;17;642;110
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.34;0.25;1;2;1
0;0;0;0;0;0
0;0;0;0;0;0
0;29.5;0;0;3;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.5;0;0;4;0
0;0.34;0;0;5;5
14;125.12;12.25;21;313;114
0;0.28;0.28;6;6;0
0;2.06;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
27;61.23;14.99;46;95;371
0;0.11;0.15;6;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;87.32;0;0;103;1
0;0;0;0;0;0
0;0.07;0;0;4;0
0;0;0;0;0;0
0;0;0;0;0;0
0;8.5;0;0;29;0
0;84.73;0;0;213;4
0;0;0;0;0;0
0;81.99;6;3;52;2
0;133.56;0;0;263;105
8;0.29;0.1;6;7;10
0;0;0;0;0;0
0;0;0;0;0;0
90;19.91;20.25;80;171;159
7;62.21;0.75;2;15;18
0;0;0;0;0;0
0;0;0;0;0;0
52;141.46;4.25;7;39;9
0;0;0;0;0;0
37;41.25;5.47;123;672;21
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.46;0;0;1;0
0;0;0;0;0;0
0;3.29;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.67;0;0;0;10
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.09;0;0;13;0
0;6.96;0;0;47;0
0;6.12;0;0;5;0
0;0;0;0;0;0
0;4.09;0;0;2;0
0;0;0;0;0;0
0;14.12;0;0;20;0
0;0;0;0;0;0
0;16.3;0;2;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;5.69;0;0;1;0
0;7.62;0;0;0;10
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4.85;0;0;1;59
0;0;0;0;0;0
0;0;0;0;0;0
0;24.27;0;0;57;0
0;2.63;1.5;6;50;0
0;0;0;0;0;0
0;0;0;0;0;0
20;26.29;38.08;118;250;163
4;226.1;1.25;5;934;289
0;0;0;0;0;0
0;1.87;0;0;0;0
0;0;0;0;0;0
0;156.96;0;0;612;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;47.58;0;0;34;0
0;0;0;0;0;0
0;0;0;0;0;0
0;68.19;0;0;60;30
1;20.55;0.25;6;43;39
0;2.82;0;0;5;0
1090;375.83;451.07;1237;1228;912
0;0;0;0;0;0
0;26.55;0;0;331;1
0;0;0;0;0;0
0;22.36;0;0;45;35
0;58.88;0;0;144;0
0;33.89;0;0;0;0
0;0;0;0;0;0
0;42.37;0;0;199;0
57;5.78;0;0;7;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.56;0;0;5;0
0;0;0;0;0;0
0;0;0;0;0;0
1483;214.29;252.37;1228;1553;1342
0;0;0;0;0;0
0;2.1;0;0;0;0
0;13.27;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;3.04;0;0;5;0
0;0;0;0;0;0
0;0;0.25;1;0;0
0;0;0;0;0;0
48;42.12;2.83;2;6;5
0;0;0;0;0;0
0;32.73;1;1;3;0
0;45.25;0;0;15;8
0;2.66;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
39;21.16;0;8;35;261
0;17.07;0;0;0;0
0;32.01;0;0;3;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.29;0;8;10;0
0;0;0;0;0;0
0;0;0;0;0;0
0;55.16;0;0;13;0
0;0;0;0;0;0
0;0;0;0;0;0
2;2.47;0.42;1;1;29
0;0;0;0;0;0
0;15.54;0;0;0;0
0;0;0;0;0;0
0;28.15;0;1;92;0
0;0;0;0;0;0
0;57.47;0;0;0;0
0;55.85;0;0;8;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;77.09;0;0;1;0
0;3.9;0.75;4;20;36
0;3.1;0;0;1;1
0;0;0;0;0;0
0;55.85;0;0;8;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;8.16;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.75;0;0;0;0
0;3.51;0;0;7;0
0;8.62;0;0;0;0
0;15.41;0;0;0;0
0;0.01;0;0;5;0
0;0;0;0;0;0
125;156.13;27;29;139;142
0;0;0;0;0;0
0;3.42;2.5;13;33;14
0;0.02;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.02;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0.17;3;0;0
0;0;0;0;0;0
1;21.74;0;0;0;2
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.02;0;0;0;0
0;0;0;0;0;0
0;2.3;0;0;7;0
0;78.21;0;0;182;0
0;20.14;0;0;150;0
0;1.33;0;0;4;0
0;0;0;0;0;0
0;0;0;0;0;0
55;7.88;0.67;1;2;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.5;0;0;0;0
0;0;0;0;0;0
223;443.89;0;1;1401;0
0;8.51;0;0;12;0
0;27.68;0;0;32;33
0;0;0;0;0;0
0;1.74;0;0;0;0
0;3.48;0;0;0;0
0;9.87;0;0;0;30
0;0;0;0;0;0
4;19.22;0.07;5;69;3
8;260.23;12.08;144;1596;48
1191;498.75;462.72;1215;1884;1995
0;0;0;0;0;0
7;1.1;1.4;15;15;25
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.72;1.5;8;17;0
0;0;0;0;0;0
0;56.05;58;92;409;23
0;0;0;0;0;0
0;0;0;0;0;0
0;6;0;0;0;5
0;26.69;0;0;41;0
72;427.84;9.48;13;285;314
0;0;0;0;0;0
0;0;0;0;0;0
0;229.96;0;0;190;1
0;0;0;0;0;0
0;221.19;0;0;993;0
1629;272.16;275.34;1387;3931;703
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4.37;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;25.4;0;6;87;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0.04;0;1;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;4.65;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.16;0;0;0;0
0;0;0;0;0;0
0;9.29;0;0;61;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;10.02;0;0;0;0
0;10.17;0;0;17;0
94;72.79;2.5;10;236;64
0;0;0;0;0;0
0;0;0;0;0;0
17;38.6;12.63;57;101;36
1;65.67;0;3;180;75
0;6.62;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;64.16;0;0;345;0
0;182.55;0;0;200;590
0;2.79;0;0;27;0
0;2.09;0;0;0;0
0;8.04;0;0;0;0
0;1.49;0;0;24;0
0;0.16;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.02;0;0;5;0
0;0;0;0;0;0
0;21.11;14.5;17;30;114
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
331;33.19;3.67;131;332;264
0;67.12;0;6;38;19
132;101.14;28.34;46;659;661
0;0;0;0;0;0
0;159.32;6.5;4;936;15
0;0;0;0;0;0
0;0;0;0;0;0
233;111.89;93.98;9;9;21
0;0;0;0;0;0
0;2;0;0;0;0
0;78.11;0;0;120;0
0;86.85;0;0;114;1
0;0;0;0;0;0
1;5.38;0.18;11;16;89
0;0;0;0;0;0
0;0;0;0;0;0
0;4.55;0;0;21;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;74.32;0;0;11;0
0;0;0;0;0;0
0;34.16;0;1;7;0
0;0;0;0;0;0
0;0;0;0;0;0
0;10.09;0;0;1;2
949;262.56;181.9;939;2107;1741
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
9;0.12;0.22;3;0;4
0;0;0;0;0;0
0;5.2;0;0;1;0
0;0;0;0;0;0
0;18.34;0;0;3;1
0;0;0;0;0;0
0;0;0;0;0;0
196;195.79;36;87;450;935
1182;215.15;245.38;1083;1439;1978
0;11.87;0;0;33;11
0;0.02;0;0;2;0
0;9.99;0.25;1;9;0
0;0;0;0;0;0
0;0;0;0;0;0
0;83.15;0;12;8;13
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;47.08;0;0;8;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;5.88;0;0;3;0
0;8.53;0;1;51;0
0;0;0;0;0;0
64;85.6;14.87;61;908;311
0;0;0;0;0;0
0;0;0;0;0;0
0;2.08;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;31.01;0;0;354;9
0;31.64;0.25;2;0;0
39;56.02;18.72;94;717;208
0;3.52;0;0;6;0
0;0;0;0;0;0
0;24.83;0;0;173;0
0;7.79;0;0;0;0
0;65.25;0;0;5;147
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;17.6;0;0;38;97
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;35.21;0;0;94;188
0;0;0;0;0;0
0;0;0.08;1;0;0
0;7.92;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;22.05;0;0;37;40
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;20.7;0;19;141;0
0;0;0;0;0;0
0;0;0;0;0;0
0;27.36;0;1;8;0
0;0;0;0;0;0
0;0;0;0;0;0
0;8.04;0;0;0;0
0;0.94;0;0;11;0
0;0;0;0;0;0
0;35.59;6.25;10;93;0
0;0;0;0;0;0
0;0;0;0;0;0
44;33.82;8;23;75;52
0;14.83;0;0;27;1
0;4.64;0;0;10;0
0;0;0;0;0;0
0;0;0;0;0;0
0;10.96;0;0;0;15
0;0;0;0;0;0
0;0;0;0;0;0
0;7.94;0;0;11;28
0;0;0;0;0;0
0;0;0;0;0;0
5;0;0;0;0;0
328;64.45;130.33;317;475;29
0;0;0;0;0;0
0;53.16;0;0;241;0
1104;320.77;449.75;1159;1563;2123
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;73.65;3.5;43;236;139
1;32.56;5;5;58;0
0;0;0;0;0;0
0;0;0;0;0;0
0;11.2;0;0;68;15
0;0;0;0;0;0
0;0;0;0;0;0
228;22.79;24.28;195;245;341
0;0;0;0;0;0
0;0;0;0;0;0
226;19.32;18.42;84;45;24
0;0;0;0;0;0
0;1.34;0;0;0;10
0;0;0;0;0;0
27;134.27;104.82;64;383;74
0;0;0;0;0;0
0;76.87;0;0;39;0
0;0;0;0;0;0
0;1.08;0;0;1;0
54;25.96;0.5;1;25;0
218;174.85;37.67;216;1223;1129
0;0;0;0;0;0
461;43.14;74.7;308;422;442
0;0;0;0;0;0
17;16.51;0.18;16;86;15
0;11.9;0;0;123;13
0;0;0;0;0;0
0;1.81;0;0;0;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;100.79;0;0;1;0
17;0.79;0;1;11;13
0;2.87;0;0;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.74;0;0;8;0
0;8.38;0;0;0;0
0;0.29;0;0;11;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;31.85;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;22.08;0.33;7;3;0
0;0;0;0;0;0
0;0;0;0;0;0
1;0.23;0;0;0;1
0;0;0;0;0;0
0;281.58;0;0;297;0
0;1.32;0;0;8;0
0;0;0;0;0;0
0;0;0;0;0;0
0;14.81;0;0;0;0
0;265.06;0;0;279;509
0;1.08;0;0;8;0
0;0;0;0;0;0
216;105.85;38.67;137;232;588
0;0;0;0;0;0
3;35;0.25;5;26;8
0;0.06;0.25;1;2;0
5;12.03;2.5;9;60;23
0;0;0;0;0;0
219;39.94;65.15;196;250;349
0;0;0.08;1;0;0
0;0;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.27;0;0;0;0
0;0;0;0;0;0
0;27.36;0;1;8;0
0;0.01;0;4;1;0
0;0;0;0;0;0
0;35.27;0;0;0;5
0;0;0;0;0;0
94;20.69;17.75;77;215;219
0;1.5;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;47.58;0;0;34;0
0;0;0;0;0;0
0;18.29;0;0;178;0
0;0;0;0;0;0
0;24.43;0;5;209;15
0;0;0;0;0;0
0;0;0;0;0;1
0;1.5;0;0;1;0
0;23.55;0;0;2;0
0;53.81;0;0;104;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
4;16.81;0;4;0;2
0;27.92;1;1;15;34
0;0;0;0;0;0
416;154.82;45.11;533;566;721
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.65;0;0;1;0
0;0;0;0;0;0
0;7.04;10.33;42;90;4
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
8;220.85;18;8;210;11
0;6.29;0;0;18;0
0;2.13;0;0;3;0
0;0.13;0;0;7;0
0;77.29;0;1;22;0
0;0;0;0;0;0
924;374.73;681;1161;1211;1852
0;0;0;0;0;0
0;24.59;0;0;43;0
0;9.04;0;0;9;0
10;67.88;0;4;64;156
0;295.74;0;0;1028;0
0;2.8;0;0;8;1
0;71.97;0;0;247;0
0;0.26;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
3;5.72;0;0;205;0
0;0;0;0;0;0
0;41.47;0;2;242;0
0;0;0;0;0;0
0;10.34;0;0;9;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;53.86;0;0;0;54
0;0;0;0;0;0
0;7.2;0;0;9;0
0;2.54;0;0;0;0
0;15.98;0;0;1;0
0;2.59;0;0;0;0
0;2.65;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.68;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;24.33;4;3;12;0
5;8.45;0.08;6;7;10
0;0;0;0;0;0
0;0;0;0;0;0
0;1.13;0;0;21;0
0;1.38;0;0;0;3
0;6.73;0;0;1;0
0;15.27;0;0;5;0
0;18.64;0;0;215;6
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.72;1.5;8;17;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.21;0;0;17;0
0;1.35;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;29.27;0;0;2;4
0;0;0;0;0;0
0;1.52;0;0;5;0
0;32.37;0;0;14;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.61;0;0;1;0
715;316.69;13.91;55;1100;140
1105;676.74;1579.54;1116;1370;1097
13;35.92;0.12;3;96;40
0;26.54;2;8;251;3
45;269.69;10.83;16;856;24
0;0;0;0;0;0
8;158.86;24.84;12;536;0
0;0;0;0;0;0
2;43.12;0.75;1;6;3
932;388.9;234.5;893;1535;1584
0;0;0;0;0;0
24;33.07;1.25;6;634;24
0;25.98;0;0;11;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
12;0;0;0;0;0
0;0.4;0;0;0;10
0;0;0;0;0;0
0;0;0;0;0;0
0;14.83;0;0;27;1
0;0;0;0;0;0
0;14;5.5;24;83;5
0;0;0;0;0;0
0;0;0;0;0;0
0;11.42;21.33;28;50;0
0;11.38;0;0;2;0
0;30.46;0;0;155;1
48;20.39;8.77;35;176;177
0;0;0;0;0;0
0;14.83;0;0;27;1
1522;1207.76;1417.44;1324;1550;895
0;14.42;0;9;8;3
0;0;0;0;0;0
0;0;0;0;0;0
0;0.76;0;0;15;0
0;23.35;0;0;9;10
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;117.07;0;0;44;530
30;6.38;7.83;43;71;88
0;7.78;0;0;3;0
0;0;0;0;0;0
0;1.28;0;0;3;2
0;10.18;0;0;0;0
0;0;0;0;0;0
0;7.05;0;0;2;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.37;0;0;1;2
0;0;0;0;0;0
94;20.69;17.75;77;215;219
0;1.56;0;0;4;0
0;0;0.08;1;0;0
0;0;0;0;0;0
0;44.05;0;0;16;21
1381;416.83;270.97;1347;1835;2400
0;0;0;0;0;0
4;19.96;0;2;3;12
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;26.96;0;0;267;0
0;1.82;0;0;0;1
0;0.02;0;0;1;0
0;3.45;0;0;2;0
0;0;0;0;0;0
0;4.17;0;0;24;0
0;0;0;0;0;0
0;0;0;0;0;0
60;234.64;98.75;304;1568;269
0;32.37;0;0;14;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;2.38;0;0;0;0
0;1.27;0;1;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;42.82;0;0;4;2
0;14.83;0;0;27;1
0;0;0;0;0;0
0;0;0;0;0;0
0;22.77;0;1;233;0
0;0;0;0;0;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;90.22;0;0;502;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;11.2;0;0;3;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;1
0;0;0;0;0;0
0;21.6;0;0;12;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
6;27.55;21.15;37;78;317
0;16.43;0;0;3;0
0;115.92;0;0;1100;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.01;0;0;4;0
0;0.2;0;0;1;0
2;12.65;1.09;14;219;2
0;118.62;0;0;174;73
0;9.15;0;0;5;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;2;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;199.64;0;1;162;0
0;79.45;2;3;9;107
0;0;0;0;0;0
0;13.93;10.25;43;98;53
5;0.7;0;5;5;9
0;0;0;0;0;0
0;0;0;0;0;0
1091;193.75;173.24;783;1061;1515
0;0;0;0;0;0
0;1.1;0;0;5;0
0;0;0;0;0;0
0;56.11;0;62;268;0
0;0;0;0;0;0
0;0;0;0;0;0
0;8.38;0;0;32;0
0;27.36;0;1;8;0
0;7.64;0;0;1;0
0;0;0;0;0;0
0;0;0;0;0;0
103;39.23;44.5;83;137;179
0;0;0;0;0;0
0;2.02;0;0;1;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;7.82;0;0;11;1
0;0;0;0;0;0
60;784.31;13.5;55;764;117
0;0;0;0;0;0
0;0;0;0;0;0
11;106.01;29.17;32;109;57
0;0;0;0;0;0
0;107.78;0;0;14;0
0;0;0;0;0;0
0;7.72;1.5;8;17;0
0;60.49;0;0;281;2
0;5.69;0;0;1;0
0;4.05;0.67;2;8;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;372.33;3.03;172;1653;16
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;1;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;37.82;0;0;0;0
0;29.62;0;0;2;0
53;13.43;4.5;15;11;122
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
1;52.39;0.25;6;343;0
0;0;0;0;0;0
0;0;0;0;0;0
0;169.82;0;0;363;0
0;0;0;0;0;0
0;0;0;0;0;0
0;19.37;0;0;51;12
0;0;0;0;0;0
0;3.25;0;1;12;1
7;89.25;0.5;1;45;57
0;2;0;0;0;0
0;29.21;0;0;62;0
0;0;0;0;0;0
5;0;0;0;0;0
1;0.01;0;1;0;1
0;2.18;0;0;0;0
0;1.66;0;0;3;0
0;20.06;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
11;205.31;1.42;6;1161;83
0;48.8;6;14;285;227
0;21.39;0;0;45;0
1505;303.15;374.5;1230;1970;2272
0;68.08;5.5;5;0;0
0;0.94;0;0;10;14
0;0;0;0;0;0
0;0;0;0;0;0
0;67;0;0;430;0
0;24;0;0;1;0
0;43.9;0;0;3;47
0;27.28;0;0;5;122
0;0;0;0;0;0
0;0;0;0;0;1
0;21.51;0;0;74;191
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;1.57;0;0;0;4
72;20.22;0;1;7;18
0;0;0;0;0;0
444;310.88;88.41;390;1249;1238
0;34.08;0;0;203;54
0;0;0;0;0;0
0;0;0;0;0;0
0;9.66;0;0;2;1
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.02;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.01;0;0;5;0
0;1.49;15;30;64;0
0;0;0;0;0;0
293;108.36;55.11;231;344;324
0;14.83;0;0;27;1
0;0;0;0;0;0
0;28.83;0;16;162;29
0;0;0;0;0;0
0;0;0;0;0;0
0;2.01;0;0;5;0
0;0;0;0;0;0
0;79.64;0.5;1;29;100
5;6.23;0;2;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;119.24;0.5;1;383;0
0;2.63;0;0;75;4
0;0;0;0;0;0
0;2.31;0;0;6;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
14;22.42;1.5;7;133;71
0;0;0;0;0;0
0;0;0;0;0;0
0;14.83;0;0;27;1
0;0;0;0;0;0
0;7.97;0;0;49;22
0;0;0;0;0;0
0;0;0;0;0;0
0;19.43;0;0;138;0
0;0;0;0;0;0
0;87.21;0;0;291;14
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0;0;0;0;0
0;15.37;0;0;0;29
0;61.19;0;0;7;0
61;12.81;13.5;61;49;120
0;0;0;0;0;0
0;32.62;1.5;1;0;4
5;35.93;0;1;0;47
0;0;0;0;0;0
0;18.73;0;0;84;0
0;2.67;0;0;0;0
0;0;0;0;0;0
0;0.42;0;0;9;1
0;0;0;0;0;0
0;1.03;0;0;11;0
0;0;0;0;0;0
0;0;0;0;0;0
0;0.52;0;0;4;0
0;0;0;0;0;0
0;0;0;0;0;0
